area_id,area_name,quartiere_name,zona_name,sex,age_group,citizenship,population
68,guelfa,San Donato - San Vitale,San Vitale,Femmine,55-64,Italiana,396
68,guelfa,San Donato - San Vitale,San Vitale,Maschi,03-05,Straniera,14
68,guelfa,San Donato - San Vitale,San Vitale,Maschi,25-34,Straniera,69
68,guelfa,San Donato - San Vitale,San Vitale,Maschi,45-54,Straniera,110
68,guelfa,San Donato - San Vitale,San Vitale,Maschi,65 e oltre,Italiana,609
69,croce del biacco,San Donato - San Vitale,San Vitale,Femmine,02 e prima,Italiana,44
69,croce del biacco,San Donato - San Vitale,San Vitale,Femmine,03-05,Straniera,13
69,croce del biacco,San Donato - San Vitale,San Vitale,Femmine,06-14,Italiana,161
69,croce del biacco,San Donato - San Vitale,San Vitale,Femmine,15-24,Italiana,152
69,croce del biacco,San Donato - San Vitale,San Vitale,Maschi,25-34,Straniera,39
69,croce del biacco,San Donato - San Vitale,San Vitale,Maschi,45-54,Straniera,56
70,stradelli guelfi,San Donato - San Vitale,San Vitale,Femmine,02 e prima,Italiana,4
70,stradelli guelfi,San Donato - San Vitale,San Vitale,Femmine,65 e oltre,Straniera,1
71,stadio-meloncello,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,89
71,stadio-meloncello,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Straniera,22
71,stadio-meloncello,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,103
71,stadio-meloncello,Porto - Saragozza,Costa Saragozza,Femmine,45-54,Straniera,47
71,stadio-meloncello,Porto - Saragozza,Costa Saragozza,Maschi,02 e prima,Italiana,36
71,stadio-meloncello,Porto - Saragozza,Costa Saragozza,Maschi,06-14,Italiana,117
71,stadio-meloncello,Porto - Saragozza,Costa Saragozza,Maschi,06-14,Straniera,13
71,stadio-meloncello,Porto - Saragozza,Costa Saragozza,Maschi,25-34,Italiana,98
72,xxi aprile,Porto - Saragozza,Costa Saragozza,Femmine,45-54,Italiana,877
72,xxi aprile,Porto - Saragozza,Costa Saragozza,Maschi,06-14,Italiana,385
72,xxi aprile,Porto - Saragozza,Costa Saragozza,Maschi,25-34,Straniera,84
73,san giuseppe,Porto - Saragozza,Costa Saragozza,Femmine,35-44,Italiana,303
73,san giuseppe,Porto - Saragozza,Costa Saragozza,Maschi,15-24,Straniera,23
73,san giuseppe,Porto - Saragozza,Costa Saragozza,Maschi,65 e oltre,Straniera,16
74,ravone,Porto - Saragozza,Costa Saragozza,Femmine,06-14,Straniera,5
74,ravone,Porto - Saragozza,Costa Saragozza,Femmine,55-64,Italiana,91
74,ravone,Porto - Saragozza,Costa Saragozza,Maschi,02 e prima,Straniera,1
75,via del genio,Porto - Saragozza,Costa Saragozza,Femmine,15-24,Italiana,2
75,via del genio,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,1
75,via del genio,Porto - Saragozza,Costa Saragozza,Femmine,65 e oltre,Italiana,1
76,san luca,Porto - Saragozza,Costa Saragozza,Femmine,02 e prima,Italiana,4
76,san luca,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,10
76,san luca,Porto - Saragozza,Costa Saragozza,Maschi,06-14,Italiana,22
76,san luca,Porto - Saragozza,Costa Saragozza,Maschi,15-24,Italiana,37
76,san luca,Porto - Saragozza,Costa Saragozza,Maschi,25-34,Straniera,3
77,malpighi-2,Porto - Saragozza,Malpighi,Maschi,25-34,Straniera,80
77,malpighi-2,Porto - Saragozza,Malpighi,Maschi,55-64,Italiana,625
77,malpighi-2,Porto - Saragozza,Malpighi,Maschi,65 e oltre,Straniera,39
78,malpighi-1,Porto - Saragozza,Malpighi,Femmine,15-24,Italiana,57
78,malpighi-1,Porto - Saragozza,Malpighi,Femmine,65 e oltre,Straniera,12
79,fossolo,Savena,Mazzini,Femmine,55-64,Straniera,95
79,fossolo,Savena,Mazzini,Maschi,45-54,Italiana,556
80,due madonne,Savena,Mazzini,Maschi,55-64,Italiana,177
81,lungo savena,Savena,Mazzini,Femmine,35-44,Italiana,8
81,lungo savena,Savena,Mazzini,Femmine,35-44,Straniera,3
81,lungo savena,Savena,Mazzini,Maschi,55-64,Italiana,10
82,pontevecchio,Savena,Mazzini,Femmine,15-24,Straniera,31
82,pontevecchio,Savena,Mazzini,Femmine,35-44,Italiana,338
82,pontevecchio,Savena,Mazzini,Femmine,55-64,Straniera,80
82,pontevecchio,Savena,Mazzini,Femmine,65 e oltre,Italiana,616
82,pontevecchio,Savena,Mazzini,Maschi,06-14,Italiana,127
82,pontevecchio,Savena,Mazzini,Maschi,15-24,Straniera,59
82,pontevecchio,Savena,Mazzini,Maschi,65 e oltre,Straniera,16
83,bitone,Savena,Mazzini,Femmine,06-14,Italiana,280
83,bitone,Savena,Mazzini,Femmine,15-24,Italiana,287
83,bitone,Savena,Mazzini,Femmine,45-54,Straniera,167
83,bitone,Savena,Mazzini,Maschi,03-05,Italiana,108
83,bitone,Savena,Mazzini,Maschi,25-34,Straniera,71
83,bitone,Savena,Mazzini,Maschi,35-44,Straniera,184
83,bitone,Savena,Mazzini,Maschi,55-64,Straniera,69
83,bitone,Savena,Mazzini,Maschi,65 e oltre,Straniera,39
84,cavedone,Savena,Mazzini,Femmine,02 e prima,Italiana,33
84,cavedone,Savena,Mazzini,Femmine,35-44,Italiana,157
84,cavedone,Savena,Mazzini,Femmine,45-54,Straniera,45
84,cavedone,Savena,Mazzini,Maschi,03-05,Straniera,9
84,cavedone,Savena,Mazzini,Maschi,55-64,Straniera,18
85,via arno,Savena,Mazzini,Maschi,06-14,Italiana,204
86,ospedale bellaria,Savena,Mazzini,Maschi,15-24,Straniera,1
86,ospedale bellaria,Savena,Mazzini,Maschi,35-44,Straniera,1
86,ospedale bellaria,Savena,Mazzini,Maschi,55-64,Straniera,1
87,monte donato,Savena,San Ruffillo,Femmine,15-24,Italiana,73
87,monte donato,Savena,San Ruffillo,Femmine,25-34,Straniera,11
87,monte donato,Savena,San Ruffillo,Femmine,55-64,Italiana,120
87,monte donato,Savena,San Ruffillo,Maschi,03-05,Italiana,11
88,via toscana,Savena,San Ruffillo,Maschi,02 e prima,Italiana,93
88,via toscana,Savena,San Ruffillo,Maschi,25-34,Italiana,252
89,corelli,Savena,San Ruffillo,Femmine,06-14,Straniera,98
89,corelli,Savena,San Ruffillo,Femmine,25-34,Straniera,46
89,corelli,Savena,San Ruffillo,Maschi,15-24,Italiana,332
90,ponte savena-la bastia,Savena,San Ruffillo,Femmine,65 e oltre,Italiana,203
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,06-14,Italiana,19
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,35-44,Italiana,37
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Italiana,34
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Straniera,4
2,via del vivaio,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Straniera,6
3,bargellino,Borgo Panigale - Reno,Borgo Panigale,Femmine,65 e oltre,Italiana,7
3,bargellino,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Italiana,7
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Straniera,6
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,21
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,35-44,Straniera,41
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,65 e oltre,Straniera,19
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Italiana,23
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,56
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Italiana,129
6,lungo reno,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,1
6,lungo reno,Borgo Panigale - Reno,Borgo Panigale,Maschi,15-24,Italiana,1
7,ducati-villaggio ina,Borgo Panigale - Reno,Borgo Panigale,Maschi,03-05,Italiana,24
8,borgo centro,Borgo Panigale - Reno,Borgo Panigale,Femmine,55-64,Italiana,494
8,borgo centro,Borgo Panigale - Reno,Borgo Panigale,Maschi,15-24,Italiana,260
9,triumvirato-pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Italiana,132
9,triumvirato-pietra,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Italiana,106
9,triumvirato-pietra,Borgo Panigale - Reno,Borgo Panigale,Maschi,45-54,Straniera,95
10,rigosa,Borgo Panigale - Reno,Borgo Panigale,Femmine,06-14,Italiana,73
10,rigosa,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Italiana,20
10,rigosa,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Italiana,15
11,casteldebole,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Straniera,20
11,casteldebole,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Straniera,46
11,casteldebole,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Italiana,297
12,caserme rosse-manifattura,Navile,Bolognina,Femmine,15-24,Straniera,34
12,caserme rosse-manifattura,Navile,Bolognina,Maschi,55-64,Straniera,14
13,cnr,Navile,Bolognina,Maschi,55-64,Italiana,4
14,arcoveggio,Navile,Bolognina,Femmine,03-05,Straniera,37
15,via ferrarese,Navile,Bolognina,Femmine,25-34,Straniera,111
16,ex mercato ortofrutticolo,Navile,Bolognina,Femmine,15-24,Straniera,32
16,ex mercato ortofrutticolo,Navile,Bolognina,Maschi,15-24,Straniera,456
17,piazza dell'unita',Navile,Bolognina,Femmine,03-05,Straniera,42
17,piazza dell'unita',Navile,Bolognina,Maschi,06-14,Italiana,318
17,piazza dell'unita',Navile,Bolognina,Maschi,15-24,Italiana,412
18,san savino,Navile,Corticella,Femmine,45-54,Straniera,154
18,san savino,Navile,Corticella,Maschi,25-34,Straniera,57
19,savena abbandonato,Navile,Corticella,Femmine,06-14,Straniera,6
19,savena abbandonato,Navile,Corticella,Femmine,35-44,Straniera,17
19,savena abbandonato,Navile,Corticella,Femmine,45-54,Italiana,67
19,savena abbandonato,Navile,Corticella,Maschi,02 e prima,Straniera,2
19,savena abbandonato,Navile,Corticella,Maschi,65 e oltre,Straniera,6
20,croce coperta,Navile,Corticella,Maschi,15-24,Straniera,84
21,mulino del gomito,Navile,Corticella,Femmine,25-34,Italiana,13
21,mulino del gomito,Navile,Corticella,Maschi,15-24,Straniera,13
21,mulino del gomito,Navile,Corticella,Maschi,25-34,Straniera,13
22,la dozza,Navile,Corticella,Femmine,15-24,Straniera,1
22,la dozza,Navile,Corticella,Femmine,25-34,Italiana,26
23,laghetti del rosario,Navile,Lame,Femmine,65 e oltre,Straniera,3
23,laghetti del rosario,Navile,Lame,Maschi,35-44,Italiana,30
23,laghetti del rosario,Navile,Lame,Maschi,65 e oltre,Straniera,1
24,la noce,Navile,Lame,Maschi,03-05,Straniera,3
24,la noce,Navile,Lame,Maschi,15-24,Straniera,7
24,la noce,Navile,Lame,Maschi,35-44,Straniera,21
24,la noce,Navile,Lame,Maschi,55-64,Italiana,113
25,tiro a segno,Navile,Lame,Femmine,55-64,Italiana,15
26,pescarola,Navile,Lame,Maschi,45-54,Italiana,279
27,lazzaretto,Navile,Lame,Femmine,25-34,Straniera,11
27,lazzaretto,Navile,Lame,Maschi,45-54,Italiana,67
28,beverara,Navile,Lame,Femmine,02 e prima,Italiana,44
28,beverara,Navile,Lame,Maschi,02 e prima,Straniera,14
29,marconi-2,Porto - Saragozza,Marconi,Femmine,55-64,Italiana,724
29,marconi-2,Porto - Saragozza,Marconi,Maschi,25-34,Italiana,371
29,marconi-2,Porto - Saragozza,Marconi,Maschi,25-34,Italiana,445
29,marconi-2,Porto - Saragozza,Marconi,Maschi,55-64,Italiana,671
29,marconi-2,Porto - Saragozza,Marconi,Maschi,65 e oltre,Straniera,30
30,marconi-1,Porto - Saragozza,Marconi,Femmine,25-34,Straniera,14
30,marconi-1,Porto - Saragozza,Marconi,Femmine,35-44,Italiana,141
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Femmine,02 e prima,Straniera,3
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Femmine,25-34,Straniera,6
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Maschi,03-05,Italiana,5
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Maschi,25-34,Italiana,18
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Maschi,35-44,Straniera,8
32,scalo ravone,Porto - Saragozza,Saffi,Femmine,35-44,Italiana,5
32,scalo ravone,Porto - Saragozza,Saffi,Femmine,65 e oltre,Italiana,14
32,scalo ravone,Porto - Saragozza,Saffi,Maschi,25-34,Italiana,20
34,velodromo,Porto - Saragozza,Saffi,Femmine,03-05,Italiana,59
34,velodromo,Porto - Saragozza,Saffi,Femmine,03-05,Straniera,10
34,velodromo,Porto - Saragozza,Saffi,Maschi,06-14,Straniera,28
34,velodromo,Porto - Saragozza,Saffi,Maschi,35-44,Italiana,392
35,via vittorio veneto,Porto - Saragozza,Saffi,Femmine,15-24,Straniera,26
35,via vittorio veneto,Porto - Saragozza,Saffi,Maschi,02 e prima,Straniera,10
35,via vittorio veneto,Porto - Saragozza,Saffi,Maschi,03-05,Italiana,46
35,via vittorio veneto,Porto - Saragozza,Saffi,Maschi,55-64,Straniera,24
36,villaggio della barca,Borgo Panigale - Reno,Barca,Femmine,03-05,Italiana,48
36,villaggio della barca,Borgo Panigale - Reno,Barca,Maschi,06-14,Italiana,184
37,battindarno,Borgo Panigale - Reno,Barca,Femmine,03-05,Italiana,65
37,battindarno,Borgo Panigale - Reno,Barca,Femmine,03-05,Straniera,19
37,battindarno,Borgo Panigale - Reno,Barca,Femmine,25-34,Italiana,182
37,battindarno,Borgo Panigale - Reno,Barca,Femmine,45-54,Italiana,523
37,battindarno,Borgo Panigale - Reno,Barca,Maschi,45-54,Italiana,504
37,battindarno,Borgo Panigale - Reno,Barca,Maschi,65 e oltre,Straniera,24
38,canale di reno,Borgo Panigale - Reno,Barca,Femmine,03-05,Straniera,6
38,canale di reno,Borgo Panigale - Reno,Barca,Femmine,15-24,Italiana,223
38,canale di reno,Borgo Panigale - Reno,Barca,Femmine,35-44,Italiana,313
38,canale di reno,Borgo Panigale - Reno,Barca,Maschi,06-14,Straniera,36
38,canale di reno,Borgo Panigale - Reno,Barca,Maschi,15-24,Straniera,36
39,agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,03-05,Straniera,13
39,agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,06-14,Straniera,36
39,agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,25-34,Italiana,92
39,agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,45-54,Straniera,67
39,agucchi,Borgo Panigale - Reno,Santa Viola,Maschi,03-05,Italiana,25
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Femmine,02 e prima,Italiana,70
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Femmine,06-14,Italiana,262
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Femmine,25-34,Straniera,52
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Femmine,25-34,Straniera,59
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Femmine,35-44,Straniera,157
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Maschi,02 e prima,Italiana,76
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Maschi,06-14,Straniera,48
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Maschi,15-24,Straniera,71
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Maschi,45-54,Italiana,629
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Maschi,45-54,Straniera,90
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Maschi,55-64,Italiana,596
41,cadriano-calamosco,San Donato - San Vitale,San Donato,Maschi,03-05,Italiana,8
41,cadriano-calamosco,San Donato - San Vitale,San Donato,Maschi,25-34,Italiana,19
41,cadriano-calamosco,San Donato - San Vitale,San Donato,Maschi,45-54,Italiana,64
43,san donnino,San Donato - San Vitale,San Donato,Femmine,65 e oltre,Straniera,23
44,pilastro,San Donato - San Vitale,San Donato,Femmine,25-34,Italiana,99
44,pilastro,San Donato - San Vitale,San Donato,Femmine,25-34,Italiana,84
44,pilastro,San Donato - San Vitale,San Donato,Femmine,45-54,Straniera,144
44,pilastro,San Donato - San Vitale,San Donato,Maschi,03-05,Straniera,27
44,pilastro,San Donato - San Vitale,San Donato,Maschi,15-24,Italiana,284
44,pilastro,San Donato - San Vitale,San Donato,Maschi,25-34,Straniera,79
44,pilastro,San Donato - San Vitale,San Donato,Maschi,35-44,Straniera,172
44,pilastro,San Donato - San Vitale,San Donato,Maschi,45-54,Italiana,320
44,pilastro,San Donato - San Vitale,San Donato,Maschi,55-64,Straniera,74
45,caab,San Donato - San Vitale,San Donato,Femmine,35-44,Straniera,15
45,caab,San Donato - San Vitale,San Donato,Maschi,06-14,Italiana,9
45,caab,San Donato - San Vitale,San Donato,Maschi,65 e oltre,Italiana,17
46,scalo merci san donato,San Donato - San Vitale,San Donato,Femmine,25-34,Straniera,1
46,scalo merci san donato,San Donato - San Vitale,San Donato,Femmine,65 e oltre,Italiana,5
46,scalo merci san donato,San Donato - San Vitale,San Donato,Maschi,25-34,Italiana,6
47,via del lavoro,San Donato - San Vitale,San Donato,Maschi,55-64,Italiana,473
47,via del lavoro,San Donato - San Vitale,San Donato,Maschi,65 e oltre,Straniera,51
48,michelino,San Donato - San Vitale,San Donato,Femmine,25-34,Italiana,120
48,michelino,San Donato - San Vitale,San Donato,Maschi,55-64,Straniera,27
49,via mondo,San Donato - San Vitale,San Donato,Maschi,25-34,Italiana,230
50,osservanza,Santo Stefano,Colli,Femmine,06-14,Straniera,9
50,osservanza,Santo Stefano,Colli,Femmine,15-24,Italiana,177
50,osservanza,Santo Stefano,Colli,Femmine,65 e oltre,Italiana,622
50,osservanza,Santo Stefano,Colli,Femmine,65 e oltre,Straniera,30
51,san michele in bosco,Santo Stefano,Colli,Maschi,02 e prima,Italiana,21
51,san michele in bosco,Santo Stefano,Colli,Maschi,06-14,Straniera,8
52,paderno,Santo Stefano,Colli,Femmine,02 e prima,Italiana,6
52,paderno,Santo Stefano,Colli,Femmine,45-54,Italiana,97
52,paderno,Santo Stefano,Colli,Maschi,45-54,Straniera,25
53,galvani-1,Santo Stefano,Galvani,Maschi,65 e oltre,Straniera,8
