area_name,household_type,household_size,households
rigosa,Padre con figli,2,9.537066866454392
triumvirato-pietra,Padre con figli,2,38.673309608540926
via del vivaio,Padre con figli,2,6.681700693013673
aeroporto,Padre con figli,5,0.017381532122120246
bargellino,Padre con figli,5,0.0026971342948117626
borgo centro,Padre con figli,5,0.2964974714365986
casteldebole,Padre con figli,5,0.1893238434163701
ducati-villaggio ina,Padre con figli,5,0.11537741150028095
la birra,Padre con figli,5,0.07263532496722233
lavino di mezzo,Padre con figli,5,0.019704064431541487
lungo reno,Padre con figli,5,0.00048698258100767937
rigosa,Padre con figli,5,0.04967222326278329
triumvirato-pietra,Padre con figli,5,0.201423487544484
via del vivaio,Padre con figli,5,0.03480052444277955
agucchi,Altre tipologie familiari,5,1.3149418431255593
emilia ponente,Altre tipologie familiari,5,2.6850581568744407
agucchi,Coniugi con altri membri conviventi,6-10,0.9862063823441695
emilia ponente,Coniugi con altri membri conviventi,6-10,2.0137936176558306
agucchi,Madre con figli,5,0.6574709215627796
emilia ponente,Madre con figli,5,1.3425290784372204
agucchi,Padre con figli,2,23.997688637041456
emilia ponente,Padre con figli,2,49.002311362958544
agucchi,Padre con figli e altri membri conviventi,4,18.08045034297644
emilia ponente,Padre con figli e altri membri conviventi,4,36.91954965702356
arcoveggio,Altre tipologie familiari,3,19.80828399167275
caserme rosse-manifattura,Altre tipologie familiari,3,4.117527780030822
cnr,Altre tipologie familiari,3,0.09214048179089951
ex mercato ortofrutticolo,Altre tipologie familiari,3,3.29018303728337
piazza dell'unita',Altre tipologie familiari,3,20.9427636737232
via ferrarese,Altre tipologie familiari,3,22.74910103549896
arcoveggio,Coniugi con altri membri conviventi,3,21.761213399302456
caserme rosse-manifattura,Coniugi con altri membri conviventi,3,4.523481223132452
cnr,Coniugi con altri membri conviventi,3,0.1012247546435234
ex mercato ortofrutticolo,Coniugi con altri membri conviventi,3,3.6145672803958147
piazza dell'unita',Coniugi con altri membri conviventi,3,23.00754319085084
via ferrarese,Coniugi con altri membri conviventi,3,24.991970151674913
arcoveggio,Coniugi con figli,6-10,18.413334414794388
caserme rosse-manifattura,Coniugi con figli,6-10,3.8275610349582285
cnr,Coniugi con figli,6-10,0.08565171546759673
ex mercato ortofrutticolo,Coniugi con figli,6-10,3.0584800064887663
piazza dell'unita',Coniugi con figli,6-10,19.46792116148917
via ferrarese,Coniugi con figli,6-10,21.14705166680185
arcoveggio,Padre con figli e altri membri conviventi,6-10,5.021818476762105
caserme rosse-manifattura,Padre con figli e altri membri conviventi,6-10,1.0438802822613351
cnr,Padre con figli e altri membri conviventi,6-10,0.023359558763890016
ex mercato ortofrutticolo,Padre con figli e altri membri conviventi,6-10,0.8341309108605727
piazza dell'unita',Padre con figli e altri membri conviventi,6-10,5.3094330440425015
via ferrarese,Padre con figli e altri membri conviventi,6-10,5.767377727309595
croce coperta,Coniugi,2,464.32103825136613
la dozza,Coniugi,2,105.08114754098361
mulino del gomito,Coniugi,2,55.82677595628416
san savino,Coniugi,2,712.2939890710383
savena abbandonato,Coniugi,2,77.47704918032787
croce coperta,Coniugi con figli,4,195.2445355191257
la dozza,Coniugi con figli,4,44.18606557377049
mulino del gomito,Coniugi con figli,4,23.474863387978143
san savino,Coniugi con figli,4,299.5158469945355
savena abbandonato,Coniugi con figli,4,32.57868852459016
croce coperta,Coppia unita civilmente femminile,2,2.2969945355191257
la dozza,Coppia unita civilmente femminile,2,0.5198360655737705
mulino del gomito,Coppia unita civilmente femminile,2,0.27617486338797814
san savino,Coppia unita civilmente femminile,2,3.523715846994535
savena abbandonato,Coppia unita civilmente femminile,2,0.3832786885245901
croce coperta,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.32814207650273225
la dozza,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.07426229508196722
mulino del gomito,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.03945355191256831
san savino,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.5033879781420765
savena abbandonato,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.054754098360655735
croce coperta,Coppia unita civilmente maschile,2,1.9688524590163934
la dozza,Coppia unita civilmente maschile,2,0.4455737704918033
mulino del gomito,Coppia unita civilmente maschile,2,0.23672131147540987
san savino,Coppia unita civilmente maschile,2,3.020327868852459
savena abbandonato,Coppia unita civilmente maschile,2,0.3285245901639344
beverara,Altre tipologie familiari,6-10,0.9620979307518951
la noce,Altre tipologie familiari,6-10,0.2078808987229393
laghetti del rosario,Altre tipologie familiari,6-10,0.06637984019668101
lazzaretto,Altre tipologie familiari,6-10,0.12470122242709827
pescarola,Altre tipologie familiari,6-10,0.6183159188690842
tiro a segno,Altre tipologie familiari,6-10,0.020624189032302124
beverara,Coniugi con figli e altri membri conviventi,6-10,17.79881171891006
la noce,Coniugi con figli e altri membri conviventi,6-10,3.8457966263743772
laghetti del rosario,Coniugi con figli e altri membri conviventi,6-10,1.2280270436385987
lazzaretto,Coniugi con figli e altri membri conviventi,6-10,2.306972614901318
pescarola,Coniugi con figli e altri membri conviventi,6-10,11.438844499078058
tiro a segno,Coniugi con figli e altri membri conviventi,6-10,0.3815474970975893
beverara,Madre con figli,3,67.34685515263266
la noce,Madre con figli,3,14.551662910605751
laghetti del rosario,Madre con figli,3,4.646588813767671
lazzaretto,Madre con figli,3,8.72908556989688
pescarola,Madre con figli,3,43.282114320835895
tiro a segno,Madre con figli,3,1.4436932322611487
beverara,Solo,1,783.6287645974186
la noce,Solo,1,169.31899200983406
laghetti del rosario,Solo,1,54.06637984019669
lazzaretto,Solo,1,101.56914566687155
pescarola,Solo,1,503.6183159188691
tiro a segno,Solo,1,16.79840196681008
ravone,Coniugi con figli e altri membri conviventi,6-10,1.3315787342592218
san giuseppe,Coniugi con figli e altri membri conviventi,6-10,6.9202737174555615
san luca,Coniugi con figli e altri membri conviventi,6-10,0.7281046280924809
stadio-meloncello,Coniugi con figli e altri membri conviventi,6-10,3.9652184475847267
via del genio,Coniugi con figli e altri membri conviventi,6-10,0.01858525326962789
xxi aprile,Coniugi con figli e altri membri conviventi,6-10,14.036239219338382
ravone,Coniugi con figli e altri membri conviventi,Oltre 10,0.09863546179697939
san giuseppe,Coniugi con figli e altri membri conviventi,Oltre 10,0.5126128679596712
san luca,Coniugi con figli e altri membri conviventi,Oltre 10,0.05393367615499858
stadio-meloncello,Coniugi con figli e altri membri conviventi,Oltre 10,0.29371988500627605
via del genio,Coniugi con figli e altri membri conviventi,Oltre 10,0.0013766854273798436
xxi aprile,Coniugi con figli e altri membri conviventi,Oltre 10,1.039721423654695
ravone,Coppia unita civilmente femminile con altri conviventi,3,0.049317730898489696
san giuseppe,Coppia unita civilmente femminile con altri conviventi,3,0.2563064339798356
san luca,Coppia unita civilmente femminile con altri conviventi,3,0.02696683807749929
stadio-meloncello,Coppia unita civilmente femminile con altri conviventi,3,0.14685994250313802
via del genio,Coppia unita civilmente femminile con altri conviventi,3,0.0006883427136899218
xxi aprile,Coppia unita civilmente femminile con altri conviventi,3,0.5198607118273475
ravone,Madre con figli,3,13.01988095720128
san giuseppe,Madre con figli,3,67.6648985706766
san luca,Madre con figli,3,7.119245252459813
stadio-meloncello,Madre con figli,3,38.77102482082844
via del genio,Madre con figli,3,0.18172247641413936
xxi aprile,Madre con figli,3,137.24322792241975
ravone,Madre con figli,5,0.3452241162894279
san giuseppe,Madre con figli,5,1.7941450378588493
san luca,Madre con figli,5,0.18876786654249506
stadio-meloncello,Madre con figli,5,1.0280195975219661
via del genio,Madre con figli,5,0.0048183989958294525
xxi aprile,Madre con figli,5,3.6390249827914323
ravone,Padre con figli,3,2.613839737619954
san giuseppe,Padre con figli,3,13.584241000931288
san luca,Padre con figli,3,1.4292424181074626
stadio-meloncello,Padre con figli,3,7.783576952666316
via del genio,Padre con figli,3,0.03648216382556586
xxi aprile,Padre con figli,3,27.552617726849416
ravone,Padre con figli,6-10,0.049317730898489696
san giuseppe,Padre con figli,6-10,0.2563064339798356
san luca,Padre con figli,6-10,0.02696683807749929
stadio-meloncello,Padre con figli,6-10,0.14685994250313802
via del genio,Padre con figli,6-10,0.0006883427136899218
xxi aprile,Padre con figli,6-10,0.5198607118273475
malpighi-1,Coniugi con altri membri conviventi,4,0.15863609035471957
malpighi-2,Coniugi con altri membri conviventi,4,0.8413639096452804
malpighi-1,Madre con figli,2,57.5849007987632
malpighi-2,Madre con figli,2,305.4150992012368
malpighi-1,Madre con figli e altri membri conviventi,5,0.9518165421283173
malpighi-2,Madre con figli e altri membri conviventi,5,5.048183457871683
marconi-1,Altre tipologie familiari,5,0.31720211468076454
marconi-2,Altre tipologie familiari,5,1.6827978853192354
marconi-1,Coniugi,2,135.44530296868646
marconi-2,Coniugi,2,718.5546970313135
marconi-1,Padre con figli,2,15.225701504676698
marconi-2,Padre con figli,2,80.7742984953233
prati di caprara-ospedale maggiore,Coniugi con altri membri conviventi,4,0.12946744274601535
scalo ravone,Coniugi con altri membri conviventi,4,0.039166621334929014
velodromo,Coniugi con altri membri conviventi,4,1.5778164608605776
via vittorio veneto,Coniugi con altri membri conviventi,4,1.4663003862264048
zanardi,Coniugi con altri membri conviventi,4,1.787249088832073
prati di caprara-ospedale maggiore,Coniugi con figli,6-10,0.388402328238046
scalo ravone,Coniugi con figli,6-10,0.11749986400478704
velodromo,Coniugi con figli,6-10,4.733449382581733
via vittorio veneto,Coniugi con figli,6-10,4.398901158679214
zanardi,Coniugi con figli,6-10,5.361747266496219
prati di caprara-ospedale maggiore,Coniugi con figli e altri membri conviventi,6-10,0.4919762824348583
scalo ravone,Coniugi con figli e altri membri conviventi,6-10,0.14883316107273026
velodromo,Coniugi con figli e altri membri conviventi,6-10,5.995702551270195
via vittorio veneto,Coniugi con figli e altri membri conviventi,6-10,5.571941467660339
zanardi,Coniugi con figli e altri membri conviventi,6-10,6.791546537561877
prati di caprara-ospedale maggiore,Madre con figli,5,0.051786977098406135
scalo ravone,Madre con figli,5,0.015666648533971605
velodromo,Madre con figli,5,0.6311265843442311
via vittorio veneto,Madre con figli,5,0.5865201544905619
zanardi,Madre con figli,5,0.7148996355328292
prati di caprara-ospedale maggiore,Padre con figli,5,0.025893488549203068
scalo ravone,Padre con figli,5,0.007833324266985802
velodromo,Padre con figli,5,0.31556329217211554
via vittorio veneto,Padre con figli,5,0.29326007724528097
zanardi,Padre con figli,5,0.3574498177664146
caab,Coniugi,2,26.06833171829577
cadriano-calamosco,Coniugi,2,50.88681191585133
fiera,Coniugi,2,1.249851520740208
michelino,Coniugi,2,271.5153636960395
pilastro,Coniugi,2,421.1404457503673
san donnino,Coniugi,2,173.90791160013754
scalo merci san donato,Coniugi,2,2.3806695633146826
via del lavoro,Coniugi,2,479.16926635616267
via mondo,Coniugi,2,477.68134787909105
caab,Solo,1,62.54208996280204
cadriano-calamosco,Solo,1,122.08558657122316
fiera,Solo,1,2.9985933543809193
michelino,Solo,1,651.4087086993217
pilastro,Solo,1,1010.3831702666374
san donnino,Solo,1,417.2328467381451
scalo merci san donato,Solo,1,5.71160638929699
via del lavoro,Solo,1,1149.6035760057516
via mondo,Solo,1,1146.033822012441
cirenaica,Altre tipologie familiari,5,0.517761063691935
croce del biacco,Altre tipologie familiari,5,0.2513310234091101
guelfa,Altre tipologie familiari,5,0.39674357024141527
mengoli,Altre tipologie familiari,5,0.5636778500802839
ospedale sant'orsola,Altre tipologie familiari,5,0.004450829600833826
roveri,Altre tipologie familiari,5,0.0711569339981408
scandellara,Altre tipologie familiari,5,0.053973351362010195
stradelli guelfi,Altre tipologie familiari,5,0.017183582636130595
via larga,Altre tipologie familiari,5,0.12372179498014028
cirenaica,Coniugi con altri membri conviventi,3,17.862756697371758
croce del biacco,Coniugi con altri membri conviventi,3,8.670920307614299
guelfa,Coniugi con altri membri conviventi,3,13.687653173328826
mengoli,Coniugi con altri membri conviventi,3,19.446885827769794
ospedale sant'orsola,Coniugi con altri membri conviventi,3,0.153553621228767
roveri,Coniugi con altri membri conviventi,3,2.4549142229358574
scandellara,Coniugi con altri membri conviventi,3,1.8620806219893518
stradelli guelfi,Coniugi con altri membri conviventi,3,0.5928336009465055
via larga,Coniugi con altri membri conviventi,3,4.26840192681484
cirenaica,Madre con figli,4,12.42626552860644
croce del biacco,Madre con figli,4,6.0319445618186425
guelfa,Madre con figli,4,9.521845685793966
mengoli,Madre con figli,4,13.528268401926814
ospedale sant'orsola,Madre con figli,4,0.10681991042001182
roveri,Madre con figli,4,1.7077664159553791
scandellara,Madre con figli,4,1.2953604326882446
stradelli guelfi,Madre con figli,4,0.4124059832671343
via larga,Madre con figli,4,2.9693230795233667
cirenaica,Madre con figli e altri membri conviventi,6-10,1.553283191075805
croce del biacco,Madre con figli e altri membri conviventi,6-10,0.7539930702273303
guelfa,Madre con figli e altri membri conviventi,6-10,1.1902307107242458
mengoli,Madre con figli e altri membri conviventi,6-10,1.6910335502408518
ospedale sant'orsola,Madre con figli e altri membri conviventi,6-10,0.013352488802501478
roveri,Madre con figli e altri membri conviventi,6-10,0.2134708019944224
scandellara,Madre con figli e altri membri conviventi,6-10,0.16192005408603058
stradelli guelfi,Madre con figli e altri membri conviventi,6-10,0.051550747908391786
via larga,Madre con figli e altri membri conviventi,6-10,0.37116538494042084
cirenaica,Sola,1,1523.5119299135188
croce del biacco,Sola,1,739.5415363813065
guelfa,Sola,1,1167.4179554353643
mengoli,Sola,1,1658.6220738612355
ospedale sant'orsola,Sola,1,13.096566100453533
roveri,Sola,1,209.3792782895293
scandellara,Sola,1,158.816586382715
stradelli guelfi,Sola,1,50.56269190681428
via larga,Sola,1,364.05138172906277
osservanza,Coppia unita civilmente maschile,2,2.4991433466590522
paderno,Coppia unita civilmente maschile,2,0.9446030839520274
san michele in bosco,Coppia unita civilmente maschile,2,1.5562535693889208
osservanza,Madre con figli e altri membri conviventi,3,33.98834951456311
paderno,Madre con figli e altri membri conviventi,3,12.846601941747572
san michele in bosco,Madre con figli e altri membri conviventi,3,21.16504854368932
osservanza,Madre con figli e altri membri conviventi,5,2.9989720159908626
paderno,Madre con figli e altri membri conviventi,5,1.1335237007424328
san michele in bosco,Madre con figli e altri membri conviventi,5,1.8675042832667048
osservanza,Padre con figli,5,0.4998286693318104
paderno,Padre con figli,5,0.18892061679040548
san michele in bosco,Padre con figli,5,0.31125071387778414
galvani-1,Coniugi con figli e altri membri conviventi,6-10,1.5020386183552583
galvani-2,Coniugi con figli e altri membri conviventi,6-10,9.497961381644743
galvani-1,Madre con figli,3,21.028540656973615
galvani-2,Madre con figli,3,132.9714593430264
galvani-1,Madre con figli,5,0.4096468959150704
galvani-2,Madre con figli,5,2.5903531040849295
galvani-1,Padre con figli,3,4.779213785675822
galvani-2,Padre con figli,3,30.22078621432418
galvani-1,Padre con figli,4,0.5461958612200939
galvani-2,Padre con figli,4,3.453804138779906
galvani-1,Sola,1,365.2684821909378
galvani-2,Sola,1,2309.731517809062
irnerio-1,Altre tipologie familiari,2,98.28437408384639
irnerio-2,Altre tipologie familiari,2,269.7156259161536
irnerio-1,Coniugi con altri membri conviventi,3,3.204925241864556
irnerio-2,Coniugi con altri membri conviventi,3,8.795074758135446
irnerio-1,Coniugi con figli e altri membri conviventi,6-10,2.403693931398417
irnerio-2,Coniugi con figli e altri membri conviventi,6-10,6.596306068601583
irnerio-1,Padre con figli,2,26.440633245382585
irnerio-2,Padre con figli,2,72.55936675461741
irnerio-1,Padre con figli e altri membri conviventi,4,10.950161243037233
irnerio-2,Padre con figli e altri membri conviventi,4,30.04983875696277
chiesanuova,Padre con figli e altri membri conviventi,4,28.562209121936085
dagnini,Padre con figli e altri membri conviventi,4,36.55993380908057
giardini margherita,Padre con figli e altri membri conviventi,4,0.12245320095149446
mezzofanti,Padre con figli e altri membri conviventi,4,28.646395697590233
siepelunga,Padre con figli e altri membri conviventi,4,17.109008170441616
bitone,Coppia unita civilmente maschile,2,3.095394052817634
cavedone,Coppia unita civilmente maschile,2,0.9015127885215222
due madonne,Coppia unita civilmente maschile,2,0.867773965481389
fossolo,Coppia unita civilmente maschile,2,2.494385527136619
lungo savena,Coppia unita civilmente maschile,2,0.05118007901850696
ospedale bellaria,Coppia unita civilmente maschile,2,0.034310667498440424
pontevecchio,Coppia unita civilmente maschile,2,1.517103347889374
via arno,Coppia unita civilmente maschile,2,2.0383395716365147
bitone,Madre con figli,4,16.883967560823457
cavedone,Madre con figli,4,4.917342482844666
due madonne,Madre con figli,4,4.733312538989394
fossolo,Madre con figli,4,13.605739238927013
lungo savena,Madre con figli,4,0.27916406737367433
ospedale bellaria,Madre con figli,4,0.1871490954460387
pontevecchio,Madre con figli,4,8.275109170305676
via arno,Madre con figli,4,11.11821584529008
corelli,Madre con figli e altri membri conviventi,5,8.710193487494102
monte donato,Madre con figli e altri membri conviventi,5,1.4201510146295424
ponte savena-la bastia,Madre con figli e altri membri conviventi,5,1.3210476639924493
via toscana,Madre con figli e altri membri conviventi,5,9.548607833883908
battindarno,Sola,1,1155.653268488056
canale di reno,Sola,1,825.1277356601344
villaggio della barca,Sola,1,783.2189958518095
aeroporto,Coniugi,2,34.258999812699
bargellino,Coniugi,2,5.316051695073984
borgo centro,Coniugi,2,584.3965162015359
casteldebole,Coniugi,2,373.1572953736655
ducati-villaggio ina,Coniugi,2,227.40887806705376
la birra,Coniugi,2,143.16422551039523
lavino di mezzo,Coniugi,2,38.83671099456827
lungo reno,Coniugi,2,0.959842667166136
rigosa,Coniugi,2,97.90395205094586
triumvirato-pietra,Coniugi,2,397.00569395017794
via del vivaio,Coniugi,2,68.5918336767185
aeroporto,Coniugi con altri membri conviventi,4,0.2954860460760442
bargellino,Coniugi con altri membri conviventi,4,0.04585128301179996
borgo centro,Coniugi con altri membri conviventi,4,5.040457014422176
casteldebole,Coniugi con altri membri conviventi,4,3.2185053380782915
ducati-villaggio ina,Coniugi con altri membri conviventi,4,1.9614159955047763
la birra,Coniugi con altri membri conviventi,4,1.2348005244427795
lavino di mezzo,Coniugi con altri membri conviventi,4,0.3349690953362053
lungo reno,Coniugi con altri membri conviventi,4,0.008278703877130549
rigosa,Coniugi con altri membri conviventi,4,0.844427795467316
triumvirato-pietra,Coniugi con altri membri conviventi,4,3.424199288256228
via del vivaio,Coniugi con altri membri conviventi,4,0.5916089155272524
aeroporto,Madre con figli e altri membri conviventi,3,3.7891740026222136
bargellino,Madre con figli e altri membri conviventi,3,0.5879752762689643
borgo centro,Madre con figli e altri membri conviventi,3,64.6364487731785
casteldebole,Madre con figli e altri membri conviventi,3,41.272597864768684
ducati-villaggio ina,Madre con figli e altri membri conviventi,3,25.152275707061246
la birra,Madre con figli e altri membri conviventi,3,15.834500842854467
lavino di mezzo,Madre con figli e altri membri conviventi,3,4.295486046076044
lungo reno,Madre con figli e altri membri conviventi,3,0.1061622026596741
rigosa,Madre con figli e altri membri conviventi,3,10.828544671286757
triumvirato-pietra,Madre con figli e altri membri conviventi,3,43.91032028469751
via del vivaio,Madre con figli e altri membri conviventi,3,7.586514328525942
aeroporto,Madre con figli e altri membri conviventi,4,1.7729162764562651
bargellino,Madre con figli e altri membri conviventi,4,0.27510769807079977
borgo centro,Madre con figli e altri membri conviventi,4,30.242742086533056
casteldebole,Madre con figli e altri membri conviventi,4,19.31103202846975
ducati-villaggio ina,Madre con figli e altri membri conviventi,4,11.768495973028658
la birra,Madre con figli e altri membri conviventi,4,7.408803146656678
lavino di mezzo,Madre con figli e altri membri conviventi,4,2.009814572017232
lungo reno,Madre con figli e altri membri conviventi,4,0.0496722232627833
rigosa,Madre con figli e altri membri conviventi,4,5.0665667728038954
triumvirato-pietra,Madre con figli e altri membri conviventi,4,20.54519572953737
via del vivaio,Madre con figli e altri membri conviventi,4,3.5496534931635138
agucchi,Coniugi con figli,5,26.298836862511187
emilia ponente,Coniugi con figli,5,53.70116313748881
agucchi,Coniugi con figli,6-10,5.917238294065017
emilia ponente,Coniugi con figli,6-10,12.082761705934983
agucchi,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.3287354607813898
emilia ponente,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.6712645392186102
arcoveggio,Coniugi con figli,3,341.2046665044475
caserme rosse-manifattura,Coniugi con figli,3,70.92586584475626
cnr,Coniugi con figli,3,1.5871522426798605
ex mercato ortofrutticolo,Coniugi con figli,3,56.67456133236002
piazza dell'unita',Coniugi con figli,3,360.74647849244326
via ferrarese,Coniugi con figli,3,391.8612755833131
arcoveggio,Coniugi con figli,4,270.89920782977805
caserme rosse-manifattura,Coniugi con figli,4,56.311541893097576
cnr,Coniugi con figli,4,1.2601184199854003
ex mercato ortofrutticolo,Coniugi con figli,4,44.996728580312
piazza dell'unita',Coniugi con figli,4,286.41441587584825
via ferrarese,Coniugi con figli,4,311.11798740097873
arcoveggio,Madre con figli,4,16.181415091789006
caserme rosse-manifattura,Madre con figli,4,3.36361424284208
cnr,Madre con figli,4,0.07526968935031228
ex mercato ortofrutticolo,Madre con figli,4,2.6877551572174005
piazza dell'unita',Madre con figli,4,17.108173141914726
via ferrarese,Madre con figli,4,18.583772676886475
croce coperta,Coniugi con altri membri conviventi,4,2.625136612021858
la dozza,Coniugi con altri membri conviventi,4,0.5940983606557377
mulino del gomito,Coniugi con altri membri conviventi,4,0.31562841530054647
san savino,Coniugi con altri membri conviventi,4,4.027103825136612
savena abbandonato,Coniugi con altri membri conviventi,4,0.4380327868852459
croce coperta,Coniugi con figli,3,248.73169398907103
la dozza,Coniugi con figli,3,56.29081967213115
mulino del gomito,Coniugi con figli,3,29.905792349726777
san savino,Coniugi con figli,3,381.568087431694
savena abbandonato,Coniugi con figli,3,41.50360655737705
croce coperta,Madre con figli e altri membri conviventi,3,48.23688524590164
la dozza,Madre con figli e altri membri conviventi,3,10.91655737704918
mulino del gomito,Madre con figli e altri membri conviventi,3,5.799672131147541
san savino,Madre con figli e altri membri conviventi,3,73.99803278688525
savena abbandonato,Madre con figli e altri membri conviventi,3,8.048852459016393
croce coperta,Madre con figli e altri membri conviventi,4,20.67295081967213
la dozza,Madre con figli e altri membri conviventi,4,4.678524590163935
mulino del gomito,Madre con figli e altri membri conviventi,4,2.4855737704918033
san savino,Madre con figli e altri membri conviventi,4,31.71344262295082
savena abbandonato,Madre con figli e altri membri conviventi,4,3.4495081967213115
malpighi-1,Solo,1,332.50124538349223
malpighi-2,Solo,1,1763.4987546165078
marconi-1,Coppia unita civilmente femminile con altri conviventi,3,0.31720211468076454
marconi-2,Coppia unita civilmente femminile con altri conviventi,3,1.6827978853192354
marconi-1,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,0.15860105734038227
marconi-2,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,0.8413989426596177
marconi-1,Padre con figli,3,3.647824318828792
marconi-2,Padre con figli,3,19.352175681171207
prati di caprara-ospedale maggiore,Altre tipologie familiari,3,0.8285916335744982
scalo ravone,Altre tipologie familiari,3,0.2506663765435457
velodromo,Altre tipologie familiari,3,10.098025349507697
via vittorio veneto,Altre tipologie familiari,3,9.384322471848991
zanardi,Altre tipologie familiari,3,11.438394168525267
prati di caprara-ospedale maggiore,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.0776804656476092
scalo ravone,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.023499972800957405
velodromo,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.9466898765163466
via vittorio veneto,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.879780231735843
zanardi,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1.072349453299244
prati di caprara-ospedale maggiore,Madre con figli,2,13.878909862372844
scalo ravone,Madre con figli,2,4.19866180710439
velodromo,Madre con figli,2,169.14192460425392
via vittorio veneto,Madre con figli,2,157.1874014034706
zanardi,Madre con figli,2,191.59310232279822
prati di caprara-ospedale maggiore,Madre con figli,4,0.4919762824348583
scalo ravone,Madre con figli,4,0.14883316107273026
velodromo,Madre con figli,4,5.995702551270195
via vittorio veneto,Madre con figli,4,5.571941467660339
zanardi,Madre con figli,4,6.791546537561877
prati di caprara-ospedale maggiore,Padre con figli,4,0.12946744274601535
scalo ravone,Padre con figli,4,0.039166621334929014
velodromo,Padre con figli,4,1.5778164608605776
via vittorio veneto,Padre con figli,4,1.4663003862264048
zanardi,Padre con figli,4,1.787249088832073
caab,Coniugi con figli,Oltre 10,0.013691350692382233
cadriano-calamosco,Coniugi con figli,Oltre 10,0.02672626676252696
fiera,Coniugi con figli,Oltre 10,0.0006564346222375043
michelino,Coniugi con figli,Oltre 10,0.14260260698321403
pilastro,Coniugi con figli,Oltre 10,0.22118720890250382
san donnino,Coniugi con figli,Oltre 10,0.09133818886561845
scalo merci san donato,Coniugi con figli,Oltre 10,0.0012503516614047702
via del lavoro,Coniugi con figli,Oltre 10,0.2516645306492451
via mondo,Coniugi con figli,Oltre 10,0.25088306086086715
caab,Madre con figli e altri membri conviventi,Oltre 10,0.013691350692382233
cadriano-calamosco,Madre con figli e altri membri conviventi,Oltre 10,0.02672626676252696
fiera,Madre con figli e altri membri conviventi,Oltre 10,0.0006564346222375043
michelino,Madre con figli e altri membri conviventi,Oltre 10,0.14260260698321403
pilastro,Madre con figli e altri membri conviventi,Oltre 10,0.22118720890250382
san donnino,Madre con figli e altri membri conviventi,Oltre 10,0.09133818886561845
scalo merci san donato,Madre con figli e altri membri conviventi,Oltre 10,0.0012503516614047702
via del lavoro,Madre con figli e altri membri conviventi,Oltre 10,0.2516645306492451
via mondo,Madre con figli e altri membri conviventi,Oltre 10,0.25088306086086715
cirenaica,Padre con figli,4,2.588805318459675
croce del biacco,Padre con figli,4,1.2566551170455507
