household_id,area_name,household_size_cat,household_size,num_cars,household_income
HH_0000115,battindarno,1,1,0,40618.63
HH_0000116,battindarno,1,1,1,30744.5
HH_0000117,battindarno,1,1,0,18144.62
HH_0000118,battindarno,1,1,0,16651.81
HH_0000119,battindarno,1,1,1,28638.38
HH_0000120,battindarno,1,1,1,21636.37
HH_0000121,battindarno,1,1,1,16523.5
HH_0000122,battindarno,1,1,1,10411.87
HH_0000123,battindarno,1,1,0,10739.01
HH_0000124,battindarno,1,1,0,18121.18
HH_0000125,battindarno,1,1,0,20836.78
HH_0000126,battindarno,1,1,1,0.0
HH_0000127,battindarno,1,1,1,17846.19
HH_0000128,battindarno,1,1,0,15412.49
HH_0000129,battindarno,1,1,0,33483.23
HH_0000130,battindarno,1,1,0,13231.51
HH_0000131,battindarno,1,1,0,24826.18
HH_0000132,battindarno,1,1,0,17705.37
HH_0000133,battindarno,1,1,1,12929.17
HH_0000134,battindarno,1,1,1,12416.23
HH_0000135,battindarno,1,1,0,16936.15
HH_0000136,battindarno,1,1,0,22146.9
HH_0000137,battindarno,1,1,1,0.0
HH_0000138,battindarno,1,1,1,0.0
HH_0000139,battindarno,1,1,0,28789.51
HH_0000140,battindarno,1,1,1,29934.89
HH_0000141,battindarno,1,1,1,34141.43
HH_0000142,battindarno,1,1,1,31526.17
HH_0000143,battindarno,1,1,0,0.0
HH_0000144,battindarno,1,1,0,12440.23
HH_0000145,battindarno,1,1,1,29216.29
HH_0000146,battindarno,1,1,0,16911.73
HH_0000147,battindarno,1,1,1,17462.62
HH_0000148,battindarno,1,1,1,0.0
HH_0000149,battindarno,1,1,1,33234.66
HH_0000150,battindarno,1,1,0,7587.32
HH_0000151,battindarno,1,1,0,12851.04
HH_0000152,battindarno,1,1,0,14493.13
HH_0000153,battindarno,1,1,1,15021.41
HH_0000154,battindarno,1,1,1,24340.17
HH_0000155,battindarno,1,1,1,12267.83
HH_0000156,battindarno,1,1,1,30629.02
HH_0000157,battindarno,1,1,1,15432.5
HH_0000158,battindarno,1,1,0,24549.57
HH_0000159,battindarno,1,1,1,19223.38
HH_0000160,battindarno,1,1,0,21364.79
HH_0000161,battindarno,1,1,1,33910.19
HH_0000162,battindarno,1,1,0,0.0
HH_0000163,battindarno,1,1,0,13190.52
HH_0000164,battindarno,1,1,0,13887.65
HH_0000165,battindarno,1,1,1,17517.42
HH_0000166,battindarno,1,1,1,28936.52
HH_0000167,battindarno,1,1,0,23370.27
HH_0000168,battindarno,1,1,1,11906.13
HH_0000169,battindarno,1,1,1,17623.44
HH_0000170,battindarno,1,1,0,10975.32
HH_0000171,battindarno,1,1,1,0.0
HH_0000172,battindarno,1,1,0,27448.73
HH_0000173,battindarno,1,1,0,12055.59
HH_0000174,battindarno,1,1,0,28537.36
HH_0000175,battindarno,1,1,1,34681.84
HH_0000176,battindarno,1,1,1,28666.16
HH_0000177,battindarno,1,1,0,32064.78
HH_0000178,battindarno,1,1,0,0.0
HH_0000179,battindarno,1,1,0,17012.69
HH_0000180,battindarno,1,1,0,10364.78
HH_0000181,battindarno,1,1,0,20758.48
HH_0000182,battindarno,1,1,1,28589.27
HH_0000183,battindarno,1,1,1,32475.18
HH_0000184,battindarno,1,1,0,24521.91
HH_0000185,battindarno,1,1,1,25760.0
HH_0000186,battindarno,1,1,1,29380.64
HH_0000187,battindarno,1,1,1,27765.79
HH_0000188,battindarno,1,1,0,20401.96
HH_0000189,battindarno,1,1,1,30368.85
HH_0000190,battindarno,1,1,1,28571.91
HH_0000191,battindarno,1,1,1,0.0
HH_0000192,battindarno,1,1,1,38216.6
HH_0000193,battindarno,1,1,0,37381.55
HH_0000194,battindarno,1,1,1,0.0
HH_0000195,battindarno,1,1,0,9359.6
HH_0000196,battindarno,1,1,0,24767.73
HH_0000197,battindarno,1,1,1,32407.17
HH_0000198,battindarno,1,1,0,23105.46
HH_0000199,battindarno,1,1,1,31587.69
HH_0000200,battindarno,1,1,1,13637.35
HH_0000201,battindarno,1,1,1,10856.13
HH_0000202,battindarno,1,1,0,0.0
HH_0000203,battindarno,1,1,0,0.0
HH_0000204,battindarno,1,1,0,24568.93
HH_0000205,battindarno,1,1,0,31259.41
HH_0000206,battindarno,1,1,1,29433.37
HH_0000207,battindarno,1,1,0,14564.31
HH_0000208,battindarno,1,1,0,16245.66
HH_0000209,battindarno,1,1,0,27584.92
HH_0000210,battindarno,1,1,0,20901.93
HH_0000211,battindarno,1,1,0,24939.36
HH_0000212,battindarno,1,1,0,35958.31
HH_0000213,battindarno,1,1,1,9950.02
HH_0000214,battindarno,1,1,1,11733.9
HH_0000215,battindarno,1,1,1,8658.04
HH_0000216,battindarno,1,1,0,11785.24
HH_0000217,battindarno,1,1,1,0.0
HH_0000218,battindarno,1,1,1,24241.71
HH_0000219,battindarno,1,1,1,26255.55
HH_0000220,battindarno,1,1,1,11673.58
HH_0000221,battindarno,1,1,1,38034.38
HH_0000222,battindarno,1,1,1,8489.58
HH_0000223,battindarno,1,1,1,28445.85
HH_0000224,battindarno,1,1,0,30861.22
HH_0000225,battindarno,1,1,1,13471.95
HH_0000226,battindarno,1,1,1,44931.11
HH_0000227,battindarno,1,1,1,16119.52
HH_0000228,battindarno,1,1,0,0.0
HH_0000229,battindarno,1,1,1,15744.6
HH_0000230,battindarno,1,1,1,36371.91
HH_0000231,battindarno,1,1,1,16189.69
HH_0000232,battindarno,1,1,1,13300.47
HH_0000233,battindarno,1,1,1,24057.93
HH_0000234,battindarno,1,1,1,31340.51
HH_0000235,battindarno,1,1,0,16264.06
HH_0000236,battindarno,1,1,1,35974.21
HH_0000237,battindarno,1,1,0,22316.6
HH_0000238,battindarno,1,1,1,21894.63
HH_0000239,battindarno,1,1,1,37876.24
HH_0000240,battindarno,1,1,0,29895.94
HH_0000241,battindarno,1,1,1,32487.42
HH_0000242,battindarno,1,1,1,23077.23
HH_0000243,battindarno,1,1,1,27463.94
HH_0000244,battindarno,1,1,1,21074.75
HH_0000245,battindarno,1,1,0,25272.45
HH_0000246,battindarno,1,1,0,32910.89
HH_0000247,battindarno,1,1,0,0.0
HH_0000248,battindarno,1,1,0,10478.07
HH_0000249,battindarno,1,1,1,14701.96
HH_0000250,battindarno,1,1,1,0.0
HH_0000251,battindarno,1,1,1,31460.37
HH_0000252,battindarno,1,1,1,16560.94
HH_0000253,battindarno,1,1,0,0.0
HH_0000254,battindarno,1,1,0,16033.87
HH_0000255,battindarno,1,1,1,23734.9
HH_0000256,battindarno,1,1,0,17318.39
HH_0000257,battindarno,1,1,0,15771.45
HH_0000258,battindarno,1,1,1,22122.83
HH_0000259,battindarno,1,1,1,38213.89
HH_0000260,battindarno,1,1,1,29364.55
HH_0000261,battindarno,1,1,1,30691.12
HH_0000262,battindarno,1,1,1,24388.87
HH_0000263,battindarno,1,1,0,23040.32
HH_0000264,battindarno,1,1,1,13082.45
HH_0000265,battindarno,1,1,1,37457.48
HH_0000266,battindarno,1,1,1,10178.22
HH_0000267,battindarno,1,1,1,34182.15
HH_0000268,battindarno,1,1,0,0.0
HH_0000269,battindarno,1,1,0,17058.68
HH_0000270,battindarno,1,1,0,0.0
HH_0000271,battindarno,1,1,1,11509.67
HH_0000272,battindarno,1,1,0,12170.7
HH_0000273,battindarno,1,1,1,35939.64
HH_0000274,battindarno,1,1,1,26480.3
HH_0000275,battindarno,1,1,0,9883.98
HH_0000276,battindarno,1,1,1,12387.15
HH_0000277,battindarno,1,1,0,23837.94
HH_0000278,battindarno,1,1,0,10764.12
HH_0000279,battindarno,1,1,1,25638.2
HH_0000280,battindarno,1,1,1,15525.44
HH_0000281,battindarno,1,1,0,11430.59
HH_0000282,battindarno,1,1,0,10578.7
HH_0000283,battindarno,1,1,0,30342.49
HH_0000284,battindarno,1,1,0,23877.32
HH_0000285,battindarno,1,1,1,14977.86
HH_0000286,battindarno,1,1,1,14029.64
HH_0000287,battindarno,1,1,0,12104.82
HH_0000288,battindarno,1,1,1,26355.72
HH_0000289,battindarno,1,1,0,0.0
HH_0000290,battindarno,1,1,0,34954.39
HH_0000291,battindarno,1,1,0,9395.32
HH_0000292,battindarno,1,1,1,12296.14
HH_0000293,battindarno,1,1,0,22431.98
HH_0000294,battindarno,1,1,0,14182.91
HH_0000295,battindarno,1,1,1,15149.25
HH_0000296,battindarno,1,1,0,28973.9
HH_0000297,battindarno,1,1,1,0.0
HH_0000298,battindarno,1,1,0,12122.83
HH_0000299,battindarno,1,1,0,13177.49
HH_0000300,battindarno,1,1,1,12480.13
HH_0000301,battindarno,1,1,1,11328.83
HH_0000302,battindarno,1,1,1,0.0
HH_0000303,battindarno,1,1,1,15703.99
HH_0000304,battindarno,1,1,1,16079.15
HH_0000305,battindarno,1,1,0,19212.81
HH_0000306,battindarno,1,1,1,23759.54
HH_0000307,battindarno,1,1,1,30785.49
HH_0000308,battindarno,1,1,0,9424.51
HH_0000309,battindarno,1,1,1,17299.46
HH_0000310,battindarno,1,1,0,30451.12
HH_0000311,battindarno,1,1,1,13870.26
HH_0000312,battindarno,1,1,1,15724.63
HH_0000313,battindarno,1,1,0,16265.54
HH_0000314,battindarno,1,1,1,31778.26
HH_0000315,battindarno,1,1,0,0.0
HH_0000316,battindarno,1,1,0,15210.25
HH_0000317,battindarno,1,1,0,17380.03
HH_0000318,battindarno,1,1,1,32317.63
HH_0000319,battindarno,1,1,1,10796.9
HH_0000320,battindarno,1,1,0,0.0
HH_0000321,battindarno,1,1,0,10644.39
HH_0000322,battindarno,1,1,0,15673.09
HH_0000323,battindarno,1,1,0,0.0
HH_0000324,battindarno,1,1,1,26293.82
HH_0000325,battindarno,1,1,0,26088.6
HH_0000326,battindarno,1,1,1,13502.54
HH_0000327,battindarno,1,1,0,10420.07
HH_0000328,battindarno,1,1,0,19756.51
HH_0000329,battindarno,1,1,1,19193.97
HH_0000330,battindarno,1,1,0,10836.18
HH_0000331,battindarno,1,1,0,24325.73
HH_0000332,battindarno,1,1,1,0.0
HH_0000333,battindarno,1,1,0,18497.33
HH_0000334,battindarno,1,1,0,12721.45
HH_0000335,battindarno,1,1,0,11727.39
HH_0000336,battindarno,1,1,1,25926.41
HH_0000337,battindarno,1,1,0,28535.97
HH_0000338,battindarno,1,1,1,12258.55
HH_0000339,battindarno,1,1,1,12837.28
HH_0000340,battindarno,1,1,0,18653.3
HH_0000341,battindarno,1,1,1,30129.59
HH_0000342,battindarno,1,1,1,25157.61
HH_0000343,battindarno,1,1,0,31041.97
HH_0000344,battindarno,1,1,0,28996.38
HH_0000345,battindarno,1,1,1,42474.69
HH_0000346,battindarno,1,1,0,24186.4
HH_0000347,battindarno,1,1,1,17165.86
HH_0000348,battindarno,1,1,1,15538.77
HH_0000349,battindarno,1,1,1,6166.26
HH_0000350,battindarno,1,1,0,0.0
HH_0000351,battindarno,1,1,0,47783.84
HH_0000352,battindarno,1,1,0,21110.81
HH_0000353,battindarno,1,1,0,0.0
HH_0000354,battindarno,1,1,1,31437.12
HH_0000355,battindarno,1,1,1,27719.36
HH_0000356,battindarno,1,1,1,0.0
HH_0000357,battindarno,1,1,1,39081.64
HH_0000358,battindarno,1,1,0,14460.02
HH_0000359,battindarno,1,1,0,11620.89
HH_0000360,battindarno,1,1,1,25485.96
HH_0000361,battindarno,1,1,1,13560.78
HH_0000362,battindarno,1,1,1,19999.24
HH_0000363,battindarno,1,1,0,0.0
HH_0000364,battindarno,1,1,0,25325.7
HH_0000365,battindarno,1,1,1,33318.27
HH_0000366,battindarno,1,1,1,9147.68
HH_0000367,battindarno,1,1,0,28777.68
HH_0000368,battindarno,1,1,1,0.0
HH_0000369,battindarno,1,1,0,37039.74
HH_0000370,battindarno,1,1,0,22083.39
HH_0000371,battindarno,1,1,1,15957.72
HH_0000372,battindarno,1,1,1,0.0
HH_0000373,battindarno,1,1,0,15749.94
HH_0000374,battindarno,1,1,1,28662.27
HH_0000375,battindarno,1,1,1,40570.56
HH_0000376,battindarno,1,1,0,25799.51
HH_0000377,battindarno,1,1,0,26843.26
HH_0000378,battindarno,1,1,0,18479.52
HH_0000379,battindarno,1,1,0,16657.48
HH_0000380,battindarno,1,1,1,0.0
HH_0000381,battindarno,1,1,1,17097.11
HH_0000382,battindarno,1,1,0,0.0
HH_0000383,battindarno,1,1,0,14071.18
HH_0000384,battindarno,1,1,1,27459.9
HH_0000385,battindarno,1,1,0,9320.41
HH_0000386,battindarno,1,1,1,26785.02
HH_0000387,battindarno,1,1,1,21950.83
HH_0000388,battindarno,1,1,1,23360.03
HH_0000389,battindarno,1,1,1,20929.1
HH_0000390,battindarno,1,1,1,15932.63
HH_0000391,battindarno,1,1,1,15002.78
HH_0000392,battindarno,1,1,1,23038.25
HH_0000393,battindarno,1,1,0,12816.27
HH_0000394,battindarno,1,1,0,8019.89
HH_0000395,battindarno,1,1,0,10669.91
HH_0000396,battindarno,1,1,0,14382.43
HH_0000397,battindarno,1,1,1,13556.72
HH_0000398,battindarno,1,1,1,34040.02
HH_0000399,battindarno,1,1,0,13137.88
HH_0000400,battindarno,1,1,1,28495.38
HH_0000401,battindarno,1,1,0,10750.57
HH_0000402,battindarno,1,1,1,27000.37
HH_0000403,battindarno,1,1,0,20604.27
HH_0000404,battindarno,1,1,1,27503.23
HH_0000405,battindarno,1,1,0,14353.98
HH_0000406,battindarno,1,1,1,18856.27
HH_0000407,battindarno,1,1,0,0.0
HH_0000408,battindarno,1,1,1,32318.51
HH_0000409,battindarno,1,1,1,30057.72
HH_0000410,battindarno,1,1,0,27779.92
HH_0000411,battindarno,1,1,1,27173.09
HH_0000412,battindarno,1,1,1,34959.61
HH_0000413,battindarno,1,1,0,20231.39
HH_0000414,battindarno,1,1,1,38497.63
HH_0000415,battindarno,1,1,0,14555.5
HH_0000416,battindarno,1,1,0,13402.26
HH_0000417,battindarno,1,1,0,0.0
HH_0000418,battindarno,1,1,1,24216.53
HH_0000419,battindarno,1,1,1,0.0
HH_0000420,battindarno,1,1,0,14468.75
HH_0000421,battindarno,1,1,0,10760.3
HH_0000422,battindarno,1,1,1,15958.74
HH_0000423,battindarno,1,1,0,8961.67
HH_0000424,battindarno,1,1,1,0.0
HH_0000425,battindarno,1,1,1,14899.29
HH_0000426,battindarno,1,1,1,26339.5
HH_0000427,battindarno,1,1,1,26689.04
HH_0000428,battindarno,1,1,1,22095.28
HH_0000429,battindarno,1,1,1,14549.34
HH_0000430,battindarno,1,1,0,27868.52
HH_0000431,battindarno,1,1,0,28230.98
HH_0000432,battindarno,1,1,0,14822.64
HH_0000433,battindarno,1,1,1,35755.43
HH_0000434,battindarno,1,1,1,13517.11
HH_0000435,battindarno,1,1,0,37641.81
HH_0000436,battindarno,1,1,0,20497.97
HH_0000437,battindarno,1,1,1,25610.45
HH_0000438,battindarno,1,1,0,19531.14
HH_0000439,battindarno,1,1,0,16849.55
HH_0000440,battindarno,1,1,0,16244.93
HH_0000441,battindarno,1,1,0,14120.46
HH_0000442,battindarno,1,1,0,27678.62
HH_0000443,battindarno,1,1,1,37825.13
HH_0000444,battindarno,1,1,0,15221.74
HH_0000445,battindarno,1,1,0,12977.06
HH_0000446,battindarno,1,1,1,0.0
HH_0000447,battindarno,1,1,1,11261.81
HH_0000448,battindarno,1,1,1,35678.08
HH_0000449,battindarno,1,1,0,35792.96
HH_0000450,battindarno,1,1,0,16345.87
HH_0000451,battindarno,1,1,1,19545.68
HH_0000452,battindarno,1,1,1,23077.63
HH_0000453,battindarno,1,1,1,0.0
HH_0000454,battindarno,1,1,0,9562.85
HH_0000455,battindarno,1,1,0,15312.78
HH_0000456,battindarno,1,1,0,0.0
HH_0000457,battindarno,1,1,0,0.0
HH_0000458,battindarno,1,1,1,23020.92
HH_0000459,battindarno,1,1,1,0.0
HH_0000460,battindarno,1,1,1,15117.43
HH_0000461,battindarno,1,1,0,27545.93
HH_0000462,battindarno,1,1,0,17861.05
HH_0000463,battindarno,1,1,0,11846.08
HH_0000464,battindarno,1,1,0,36701.76
HH_0000465,battindarno,1,1,1,33061.37
HH_0000466,battindarno,1,1,0,0.0
HH_0000467,battindarno,1,1,0,12385.31
HH_0000468,battindarno,1,1,0,34273.15
HH_0000469,battindarno,1,1,1,0.0
HH_0000470,battindarno,1,1,1,16425.31
HH_0000471,battindarno,1,1,1,24209.04
HH_0000472,battindarno,1,1,0,18174.16
HH_0000473,battindarno,1,1,0,8029.79
HH_0000474,battindarno,1,1,1,18057.82
HH_0000475,battindarno,1,1,0,7767.9
HH_0000476,battindarno,1,1,0,12489.9
HH_0000477,battindarno,1,1,1,31352.43
HH_0000478,battindarno,1,1,1,29185.33
HH_0000479,battindarno,1,1,0,14052.71
HH_0000480,battindarno,1,1,1,22388.63
HH_0000481,battindarno,1,1,0,38566.15
HH_0000482,battindarno,1,1,0,10487.08
HH_0000483,battindarno,1,1,0,29372.19
HH_0000484,battindarno,1,1,1,36811.78
HH_0000485,battindarno,1,1,0,0.0
HH_0000486,battindarno,1,1,0,28551.59
HH_0000487,battindarno,1,1,1,22895.8
HH_0000488,battindarno,1,1,1,7004.27
HH_0000489,battindarno,1,1,1,18687.95
HH_0000490,battindarno,1,1,0,26593.1
HH_0000491,battindarno,1,1,0,14117.52
HH_0000492,battindarno,1,1,0,15093.93
HH_0000493,battindarno,1,1,1,16610.22
HH_0000494,battindarno,1,1,1,14858.03
HH_0000495,battindarno,1,1,1,28185.4
HH_0000496,battindarno,1,1,1,27993.0
HH_0000497,battindarno,1,1,0,14711.85
HH_0000498,battindarno,1,1,1,14449.46
HH_0000499,battindarno,1,1,1,38173.45
HH_0000500,battindarno,1,1,0,15809.13
HH_0000501,battindarno,1,1,1,0.0
HH_0000502,battindarno,1,1,1,18911.75
HH_0000503,battindarno,1,1,0,26861.93
HH_0000504,battindarno,1,1,1,21595.72
HH_0000505,battindarno,1,1,0,11605.33
HH_0000506,battindarno,1,1,0,14850.36
HH_0000507,battindarno,1,1,0,27075.48
HH_0000508,battindarno,1,1,1,13114.27
HH_0000509,battindarno,1,1,0,24535.79
HH_0000510,battindarno,1,1,0,14615.58
HH_0000511,battindarno,1,1,1,0.0
HH_0000512,battindarno,1,1,0,14757.73
HH_0000513,battindarno,1,1,0,8998.78
HH_0000514,battindarno,1,1,1,26312.43
HH_0000515,battindarno,1,1,1,23070.82
HH_0000516,battindarno,1,1,0,21706.22
HH_0000517,battindarno,1,1,1,21921.67
HH_0000518,battindarno,1,1,1,15605.02
HH_0000519,battindarno,1,1,1,9534.7
HH_0000520,battindarno,1,1,1,11406.11
HH_0000521,battindarno,1,1,1,30907.43
HH_0000522,battindarno,1,1,1,19427.33
HH_0000523,battindarno,1,1,0,20658.41
HH_0000524,battindarno,1,1,1,0.0
HH_0000525,battindarno,1,1,1,35255.14
HH_0000526,battindarno,1,1,0,33222.35
HH_0000527,battindarno,1,1,0,11922.1
HH_0000528,battindarno,1,1,0,11910.19
HH_0000529,battindarno,1,1,1,23932.09
HH_0000530,battindarno,1,1,1,31657.37
HH_0000531,battindarno,1,1,1,8395.78
HH_0000532,battindarno,1,1,1,18821.52
HH_0000533,battindarno,1,1,1,14702.25
HH_0000534,battindarno,1,1,1,22183.87
HH_0000535,battindarno,1,1,1,14000.09
HH_0000536,battindarno,1,1,1,16746.75
HH_0000537,battindarno,1,1,1,20742.84
HH_0000538,battindarno,1,1,1,29990.63
HH_0000539,battindarno,1,1,1,32377.51
HH_0000540,battindarno,1,1,1,40052.19
HH_0000541,battindarno,1,1,0,11109.86
HH_0000542,battindarno,1,1,1,14470.98
HH_0000543,battindarno,1,1,0,34388.38
HH_0000544,battindarno,1,1,0,10235.4
HH_0000545,battindarno,1,1,1,0.0
HH_0000546,battindarno,1,1,0,16987.45
HH_0000547,battindarno,1,1,0,8630.71
HH_0000548,battindarno,1,1,1,11455.67
HH_0000549,battindarno,1,1,1,0.0
HH_0000550,battindarno,1,1,0,13511.64
HH_0000551,battindarno,1,1,0,17984.21
HH_0000552,battindarno,1,1,1,18848.15
HH_0000553,battindarno,1,1,1,14000.72
HH_0000554,battindarno,1,1,1,19367.46
HH_0000555,battindarno,1,1,1,23174.89
HH_0000556,battindarno,1,1,0,12277.42
HH_0000557,battindarno,1,1,1,23614.76
HH_0000558,battindarno,1,1,1,29852.08
HH_0000559,battindarno,1,1,0,17940.56
HH_0000560,battindarno,1,1,1,11455.49
HH_0000561,battindarno,1,1,1,22604.5
HH_0000562,battindarno,1,1,0,28970.71
HH_0000563,battindarno,1,1,0,18333.39
HH_0000564,battindarno,1,1,0,0.0
HH_0000565,battindarno,1,1,1,23384.69
HH_0000566,battindarno,1,1,1,21628.89
HH_0000567,battindarno,1,1,0,0.0
HH_0000568,battindarno,1,1,1,18041.17
HH_0000569,battindarno,1,1,1,10035.51
HH_0000570,battindarno,1,1,1,20770.45
HH_0000571,battindarno,1,1,1,27660.23
HH_0000572,battindarno,1,1,1,16126.93
HH_0000573,battindarno,1,1,1,23092.94
HH_0000574,battindarno,1,1,1,11423.79
HH_0000575,battindarno,1,1,1,25937.76
HH_0000576,battindarno,1,1,1,29445.67
HH_0000577,battindarno,1,1,0,11800.35
HH_0000578,battindarno,1,1,1,26084.3
HH_0000579,battindarno,1,1,0,24922.29
HH_0000580,battindarno,1,1,0,23102.66
HH_0000581,battindarno,1,1,1,37697.12
HH_0000582,battindarno,1,1,1,26030.41
HH_0000583,battindarno,1,1,0,0.0
HH_0000584,battindarno,1,1,0,12548.63
HH_0000585,battindarno,1,1,1,34631.57
HH_0000586,battindarno,1,1,0,14414.22
HH_0000587,battindarno,1,1,1,15738.69
HH_0000588,battindarno,1,1,1,27966.69
HH_0000589,battindarno,1,1,1,21015.91
HH_0000590,battindarno,1,1,1,34361.81
HH_0000591,battindarno,1,1,0,0.0
HH_0000592,battindarno,1,1,1,43705.01
HH_0000593,battindarno,1,1,0,10353.9
HH_0000594,battindarno,1,1,0,20405.7
HH_0000595,battindarno,1,1,1,33160.48
HH_0000596,battindarno,1,1,1,13464.11
HH_0000597,battindarno,1,1,1,24837.08
HH_0000598,battindarno,1,1,1,30462.29
HH_0000599,battindarno,1,1,1,39404.6
HH_0000600,battindarno,1,1,1,10767.76
HH_0000601,battindarno,1,1,1,14748.89
HH_0000602,battindarno,1,1,1,9729.18
HH_0000603,battindarno,1,1,0,26745.81
HH_0000604,battindarno,1,1,1,35895.36
HH_0000605,battindarno,1,1,0,13284.66
HH_0000606,battindarno,1,1,0,13287.16
