area_id,area_name,quartiere_name,zona_name,sex,age_group,citizenship,population
53,Galvani-1,Santo Stefano,Galvani,Femmine,25-34,Italiana,57
53,Galvani-1,Santo Stefano,Galvani,Maschi,25-34,Italiana,47
56,Mezzofanti,Santo Stefano,Murri,Maschi,06-14,Straniera,13
58,Dagnini,Santo Stefano,Murri,Maschi,15-24,Italiana,358
58,Dagnini,Santo Stefano,Murri,Maschi,15-24,Straniera,55
58,Dagnini,Santo Stefano,Murri,Maschi,25-34,Italiana,304
59,Chiesanuova,Santo Stefano,Murri,Maschi,02 e prima,Straniera,11
60,Irnerio-1,Santo Stefano,Irnerio,Maschi,02 e prima,Straniera,3
60,Irnerio-1,Santo Stefano,Irnerio,Maschi,03-05,Straniera,4
60,Irnerio-1,Santo Stefano,Irnerio,Maschi,65 e oltre,Italiana,372
60,Irnerio-1,Santo Stefano,Irnerio,Maschi,65 e oltre,Straniera,9
61,Irnerio-2,Santo Stefano,Irnerio,Femmine,02 e prima,Straniera,16
61,Irnerio-2,Santo Stefano,Irnerio,Maschi,35-44,Italiana,643
63,Scandellara,San Donato - San Vitale,San Vitale,Maschi,25-34,Italiana,33
64,Via Larga,San Donato - San Vitale,San Vitale,Femmine,15-24,Straniera,18
64,Via Larga,San Donato - San Vitale,San Vitale,Femmine,35-44,Italiana,69
64,Via Larga,San Donato - San Vitale,San Vitale,Femmine,55-64,Italiana,233
64,Via Larga,San Donato - San Vitale,San Vitale,Maschi,06-14,Italiana,47
65,Roveri,San Donato - San Vitale,San Vitale,Femmine,06-14,Straniera,4
65,Roveri,San Donato - San Vitale,San Vitale,Femmine,45-54,Italiana,52
65,Roveri,San Donato - San Vitale,San Vitale,Maschi,06-14,Italiana,19
65,Roveri,San Donato - San Vitale,San Vitale,Maschi,45-54,Italiana,46
66,Ospedale Sant'Orsola,San Donato - San Vitale,San Vitale,Femmine,55-64,Straniera,1
67,Mengoli,San Donato - San Vitale,San Vitale,Femmine,06-14,Italiana,282
67,Mengoli,San Donato - San Vitale,San Vitale,Femmine,35-44,Italiana,585
67,Mengoli,San Donato - San Vitale,San Vitale,Femmine,35-44,Straniera,122
67,Mengoli,San Donato - San Vitale,San Vitale,Maschi,02 e prima,Straniera,14
67,Mengoli,San Donato - San Vitale,San Vitale,Maschi,15-24,Straniera,40
68,Guelfa,San Donato - San Vitale,San Vitale,Femmine,02 e prima,Straniera,14
68,Guelfa,San Donato - San Vitale,San Vitale,Femmine,45-54,Italiana,418
68,Guelfa,San Donato - San Vitale,San Vitale,Femmine,55-64,Italiana,396
68,Guelfa,San Donato - San Vitale,San Vitale,Maschi,03-05,Straniera,14
68,Guelfa,San Donato - San Vitale,San Vitale,Maschi,25-34,Straniera,69
68,Guelfa,San Donato - San Vitale,San Vitale,Maschi,45-54,Straniera,110
68,Guelfa,San Donato - San Vitale,San Vitale,Maschi,65 e oltre,Italiana,609
69,Croce del Biacco,San Donato - San Vitale,San Vitale,Femmine,02 e prima,Italiana,44
69,Croce del Biacco,San Donato - San Vitale,San Vitale,Femmine,03-05,Straniera,13
69,Croce del Biacco,San Donato - San Vitale,San Vitale,Femmine,06-14,Italiana,161
69,Croce del Biacco,San Donato - San Vitale,San Vitale,Femmine,15-24,Italiana,152
69,Croce del Biacco,San Donato - San Vitale,San Vitale,Maschi,25-34,Straniera,39
69,Croce del Biacco,San Donato - San Vitale,San Vitale,Maschi,45-54,Straniera,56
70,Stradelli Guelfi,San Donato - San Vitale,San Vitale,Femmine,02 e prima,Italiana,4
70,Stradelli Guelfi,San Donato - San Vitale,San Vitale,Femmine,65 e oltre,Straniera,1
71,Stadio-Meloncello,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,89
71,Stadio-Meloncello,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Straniera,22
71,Stadio-Meloncello,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,103
71,Stadio-Meloncello,Porto - Saragozza,Costa Saragozza,Femmine,45-54,Straniera,47
71,Stadio-Meloncello,Porto - Saragozza,Costa Saragozza,Maschi,02 e prima,Italiana,36
71,Stadio-Meloncello,Porto - Saragozza,Costa Saragozza,Maschi,06-14,Italiana,117
71,Stadio-Meloncello,Porto - Saragozza,Costa Saragozza,Maschi,06-14,Straniera,13
71,Stadio-Meloncello,Porto - Saragozza,Costa Saragozza,Maschi,25-34,Italiana,98
72,XXI Aprile,Porto - Saragozza,Costa Saragozza,Femmine,45-54,Italiana,877
72,XXI Aprile,Porto - Saragozza,Costa Saragozza,Maschi,06-14,Italiana,385
72,XXI Aprile,Porto - Saragozza,Costa Saragozza,Maschi,25-34,Straniera,84
73,San Giuseppe,Porto - Saragozza,Costa Saragozza,Femmine,35-44,Italiana,303
73,San Giuseppe,Porto - Saragozza,Costa Saragozza,Maschi,15-24,Straniera,23
73,San Giuseppe,Porto - Saragozza,Costa Saragozza,Maschi,65 e oltre,Straniera,16
74,Ravone,Porto - Saragozza,Costa Saragozza,Femmine,06-14,Straniera,5
74,Ravone,Porto - Saragozza,Costa Saragozza,Femmine,55-64,Italiana,91
74,Ravone,Porto - Saragozza,Costa Saragozza,Maschi,02 e prima,Straniera,1
75,Via del Genio,Porto - Saragozza,Costa Saragozza,Femmine,15-24,Italiana,2
75,Via del Genio,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,1
75,Via del Genio,Porto - Saragozza,Costa Saragozza,Femmine,65 e oltre,Italiana,1
76,San Luca,Porto - Saragozza,Costa Saragozza,Femmine,02 e prima,Italiana,4
76,San Luca,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,10
76,San Luca,Porto - Saragozza,Costa Saragozza,Maschi,06-14,Italiana,22
76,San Luca,Porto - Saragozza,Costa Saragozza,Maschi,15-24,Italiana,37
76,San Luca,Porto - Saragozza,Costa Saragozza,Maschi,25-34,Straniera,3
77,Malpighi-2,Porto - Saragozza,Malpighi,Maschi,25-34,Straniera,80
77,Malpighi-2,Porto - Saragozza,Malpighi,Maschi,55-64,Italiana,625
77,Malpighi-2,Porto - Saragozza,Malpighi,Maschi,65 e oltre,Straniera,39
78,Malpighi-1,Porto - Saragozza,Malpighi,Femmine,15-24,Italiana,57
78,Malpighi-1,Porto - Saragozza,Malpighi,Femmine,65 e oltre,Straniera,12
79,Fossolo,Savena,Mazzini,Femmine,55-64,Straniera,95
79,Fossolo,Savena,Mazzini,Maschi,45-54,Italiana,556
80,Due Madonne,Savena,Mazzini,Maschi,55-64,Italiana,177
81,Lungo Savena,Savena,Mazzini,Femmine,35-44,Italiana,8
81,Lungo Savena,Savena,Mazzini,Femmine,35-44,Straniera,3
81,Lungo Savena,Savena,Mazzini,Maschi,55-64,Italiana,10
82,Pontevecchio,Savena,Mazzini,Femmine,15-24,Straniera,31
82,Pontevecchio,Savena,Mazzini,Femmine,35-44,Italiana,338
82,Pontevecchio,Savena,Mazzini,Femmine,55-64,Straniera,80
82,Pontevecchio,Savena,Mazzini,Femmine,65 e oltre,Italiana,616
82,Pontevecchio,Savena,Mazzini,Maschi,06-14,Italiana,127
82,Pontevecchio,Savena,Mazzini,Maschi,15-24,Straniera,59
82,Pontevecchio,Savena,Mazzini,Maschi,65 e oltre,Straniera,16
83,Bitone,Savena,Mazzini,Femmine,06-14,Italiana,280
83,Bitone,Savena,Mazzini,Femmine,15-24,Italiana,287
83,Bitone,Savena,Mazzini,Femmine,45-54,Straniera,167
83,Bitone,Savena,Mazzini,Maschi,03-05,Italiana,108
83,Bitone,Savena,Mazzini,Maschi,25-34,Straniera,71
83,Bitone,Savena,Mazzini,Maschi,35-44,Straniera,184
83,Bitone,Savena,Mazzini,Maschi,55-64,Straniera,69
83,Bitone,Savena,Mazzini,Maschi,65 e oltre,Straniera,39
84,Cavedone,Savena,Mazzini,Femmine,02 e prima,Italiana,33
84,Cavedone,Savena,Mazzini,Femmine,35-44,Italiana,157
84,Cavedone,Savena,Mazzini,Femmine,45-54,Straniera,45
84,Cavedone,Savena,Mazzini,Maschi,03-05,Straniera,9
84,Cavedone,Savena,Mazzini,Maschi,55-64,Straniera,18
85,Via Arno,Savena,Mazzini,Maschi,06-14,Italiana,204
86,Ospedale Bellaria,Savena,Mazzini,Maschi,15-24,Straniera,1
86,Ospedale Bellaria,Savena,Mazzini,Maschi,35-44,Straniera,1
86,Ospedale Bellaria,Savena,Mazzini,Maschi,55-64,Straniera,1
87,Monte Donato,Savena,San Ruffillo,Femmine,15-24,Italiana,73
87,Monte Donato,Savena,San Ruffillo,Femmine,25-34,Straniera,11
87,Monte Donato,Savena,San Ruffillo,Femmine,55-64,Italiana,120
87,Monte Donato,Savena,San Ruffillo,Maschi,03-05,Italiana,11
88,Via Toscana,Savena,San Ruffillo,Maschi,02 e prima,Italiana,93
88,Via Toscana,Savena,San Ruffillo,Maschi,25-34,Italiana,252
89,Corelli,Savena,San Ruffillo,Femmine,06-14,Straniera,98
89,Corelli,Savena,San Ruffillo,Femmine,25-34,Straniera,46
89,Corelli,Savena,San Ruffillo,Maschi,15-24,Italiana,332
90,Ponte Savena-La Bastia,Savena,San Ruffillo,Femmine,65 e oltre,Italiana,203
99,non indicata,Senza fissa dimora,Senza fissa dimora,Femmine,02 e prima,Italiana,2
99,non indicata,Senza fissa dimora,Senza fissa dimora,Femmine,03-05,Italiana,1
99,non indicata,Senza fissa dimora,Senza fissa dimora,Femmine,35-44,Italiana,13
99,non indicata,Senza fissa dimora,Senza fissa dimora,Femmine,55-64,Italiana,11
99,non indicata,Senza fissa dimora,Senza fissa dimora,Maschi,15-24,Italiana,4
99,non indicata,Senza fissa dimora,Senza fissa dimora,Maschi,15-24,Straniera,15
99,non indicata,Senza fissa dimora,Senza fissa dimora,Maschi,25-34,Straniera,26
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,06-14,Italiana,19
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,35-44,Italiana,37
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Italiana,34
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Straniera,4
2,Via del Vivaio,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Straniera,6
3,Bargellino,Borgo Panigale - Reno,Borgo Panigale,Femmine,65 e oltre,Italiana,7
3,Bargellino,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Italiana,7
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Straniera,6
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,21
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,35-44,Straniera,41
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,65 e oltre,Straniera,19
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Italiana,23
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,56
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Italiana,129
6,Lungo Reno,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,1
6,Lungo Reno,Borgo Panigale - Reno,Borgo Panigale,Maschi,15-24,Italiana,1
7,Ducati-Villaggio Ina,Borgo Panigale - Reno,Borgo Panigale,Maschi,03-05,Italiana,24
8,Borgo Centro,Borgo Panigale - Reno,Borgo Panigale,Femmine,55-64,Italiana,494
8,Borgo Centro,Borgo Panigale - Reno,Borgo Panigale,Maschi,15-24,Italiana,260
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Italiana,132
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Italiana,106
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Maschi,45-54,Straniera,95
10,Rigosa,Borgo Panigale - Reno,Borgo Panigale,Femmine,06-14,Italiana,73
10,Rigosa,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Italiana,20
10,Rigosa,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Italiana,15
11,Casteldebole,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Straniera,20
11,Casteldebole,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Straniera,46
11,Casteldebole,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Italiana,297
12,Caserme Rosse-Manifattura,Navile,Bolognina,Femmine,15-24,Straniera,34
12,Caserme Rosse-Manifattura,Navile,Bolognina,Maschi,55-64,Straniera,14
13,CNR,Navile,Bolognina,Maschi,55-64,Italiana,4
14,Arcoveggio,Navile,Bolognina,Femmine,03-05,Straniera,37
15,Via Ferrarese,Navile,Bolognina,Femmine,25-34,Straniera,111
16,Ex Mercato Ortofrutticolo,Navile,Bolognina,Femmine,15-24,Straniera,32
16,Ex Mercato Ortofrutticolo,Navile,Bolognina,Maschi,15-24,Straniera,456
17,Piazza dell'Unita',Navile,Bolognina,Femmine,03-05,Straniera,42
17,Piazza dell'Unita',Navile,Bolognina,Maschi,06-14,Italiana,318
17,Piazza dell'Unita',Navile,Bolognina,Maschi,15-24,Italiana,412
18,San Savino,Navile,Corticella,Femmine,45-54,Straniera,154
18,San Savino,Navile,Corticella,Maschi,25-34,Straniera,57
19,Savena Abbandonato,Navile,Corticella,Femmine,06-14,Straniera,6
19,Savena Abbandonato,Navile,Corticella,Femmine,35-44,Straniera,17
19,Savena Abbandonato,Navile,Corticella,Femmine,45-54,Italiana,67
19,Savena Abbandonato,Navile,Corticella,Maschi,02 e prima,Straniera,2
19,Savena Abbandonato,Navile,Corticella,Maschi,65 e oltre,Straniera,6
20,Croce Coperta,Navile,Corticella,Maschi,15-24,Straniera,84
21,Mulino del Gomito,Navile,Corticella,Femmine,25-34,Italiana,13
21,Mulino del Gomito,Navile,Corticella,Maschi,15-24,Straniera,13
21,Mulino del Gomito,Navile,Corticella,Maschi,25-34,Straniera,13
22,La Dozza,Navile,Corticella,Femmine,15-24,Straniera,1
22,La Dozza,Navile,Corticella,Femmine,25-34,Italiana,26
23,Laghetti del Rosario,Navile,Lame,Femmine,65 e oltre,Straniera,3
23,Laghetti del Rosario,Navile,Lame,Maschi,35-44,Italiana,30
23,Laghetti del Rosario,Navile,Lame,Maschi,65 e oltre,Straniera,1
24,La Noce,Navile,Lame,Maschi,03-05,Straniera,3
24,La Noce,Navile,Lame,Maschi,15-24,Straniera,7
24,La Noce,Navile,Lame,Maschi,35-44,Straniera,21
24,La Noce,Navile,Lame,Maschi,55-64,Italiana,113
25,Tiro A Segno,Navile,Lame,Femmine,55-64,Italiana,15
26,Pescarola,Navile,Lame,Maschi,45-54,Italiana,279
27,Lazzaretto,Navile,Lame,Femmine,25-34,Straniera,11
27,Lazzaretto,Navile,Lame,Maschi,45-54,Italiana,67
28,Beverara,Navile,Lame,Femmine,02 e prima,Italiana,44
28,Beverara,Navile,Lame,Maschi,02 e prima,Straniera,14
29,Marconi-2,Porto - Saragozza,Marconi,Femmine,55-64,Italiana,724
29,Marconi-2,Porto - Saragozza,Marconi,Maschi,25-34,Italiana,371
29,Marconi-2,Porto - Saragozza,Marconi,Maschi,25-34,Italiana,445
29,Marconi-2,Porto - Saragozza,Marconi,Maschi,55-64,Italiana,671
29,Marconi-2,Porto - Saragozza,Marconi,Maschi,65 e oltre,Straniera,30
30,Marconi-1,Porto - Saragozza,Marconi,Femmine,25-34,Straniera,14
30,Marconi-1,Porto - Saragozza,Marconi,Femmine,35-44,Italiana,141
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Femmine,02 e prima,Straniera,3
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Femmine,25-34,Straniera,6
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Maschi,03-05,Italiana,5
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Maschi,25-34,Italiana,18
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Maschi,35-44,Straniera,8
32,Scalo Ravone,Porto - Saragozza,Saffi,Femmine,35-44,Italiana,5
32,Scalo Ravone,Porto - Saragozza,Saffi,Femmine,65 e oltre,Italiana,14
32,Scalo Ravone,Porto - Saragozza,Saffi,Maschi,25-34,Italiana,20
34,Velodromo,Porto - Saragozza,Saffi,Femmine,03-05,Italiana,59
34,Velodromo,Porto - Saragozza,Saffi,Femmine,03-05,Straniera,10
34,Velodromo,Porto - Saragozza,Saffi,Maschi,06-14,Straniera,28
34,Velodromo,Porto - Saragozza,Saffi,Maschi,35-44,Italiana,392
35,Via Vittorio Veneto,Porto - Saragozza,Saffi,Femmine,15-24,Straniera,26
35,Via Vittorio Veneto,Porto - Saragozza,Saffi,Maschi,02 e prima,Straniera,10
35,Via Vittorio Veneto,Porto - Saragozza,Saffi,Maschi,03-05,Italiana,46
35,Via Vittorio Veneto,Porto - Saragozza,Saffi,Maschi,55-64,Straniera,24
36,Villaggio della Barca,Borgo Panigale - Reno,Barca,Femmine,03-05,Italiana,48
36,Villaggio della Barca,Borgo Panigale - Reno,Barca,Maschi,06-14,Italiana,184
37,Battindarno,Borgo Panigale - Reno,Barca,Femmine,03-05,Italiana,65
37,Battindarno,Borgo Panigale - Reno,Barca,Femmine,03-05,Straniera,19
37,Battindarno,Borgo Panigale - Reno,Barca,Femmine,25-34,Italiana,182
37,Battindarno,Borgo Panigale - Reno,Barca,Femmine,45-54,Italiana,523
37,Battindarno,Borgo Panigale - Reno,Barca,Maschi,45-54,Italiana,504
37,Battindarno,Borgo Panigale - Reno,Barca,Maschi,65 e oltre,Straniera,24
38,Canale di Reno,Borgo Panigale - Reno,Barca,Femmine,03-05,Straniera,6
38,Canale di Reno,Borgo Panigale - Reno,Barca,Femmine,15-24,Italiana,223
38,Canale di Reno,Borgo Panigale - Reno,Barca,Femmine,35-44,Italiana,313
38,Canale di Reno,Borgo Panigale - Reno,Barca,Maschi,06-14,Straniera,36
38,Canale di Reno,Borgo Panigale - Reno,Barca,Maschi,15-24,Straniera,36
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,03-05,Straniera,13
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,06-14,Straniera,36
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,25-34,Italiana,92
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,45-54,Straniera,67
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Maschi,03-05,Italiana,25
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Femmine,02 e prima,Italiana,70
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Femmine,06-14,Italiana,262
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Femmine,25-34,Straniera,52
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Femmine,25-34,Straniera,59
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Femmine,35-44,Straniera,157
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Maschi,02 e prima,Italiana,76
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Maschi,06-14,Straniera,48
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Maschi,15-24,Straniera,71
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Maschi,45-54,Italiana,629
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Maschi,45-54,Straniera,90
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Maschi,55-64,Italiana,596
41,Cadriano-Calamosco,San Donato - San Vitale,San Donato,Maschi,03-05,Italiana,8
41,Cadriano-Calamosco,San Donato - San Vitale,San Donato,Maschi,25-34,Italiana,19
41,Cadriano-Calamosco,San Donato - San Vitale,San Donato,Maschi,45-54,Italiana,64
43,San Donnino,San Donato - San Vitale,San Donato,Femmine,65 e oltre,Straniera,23
44,Pilastro,San Donato - San Vitale,San Donato,Femmine,25-34,Italiana,99
